,Label,Weight
166666,s,0.0015027048310099999
166667,b,0.7440562472300001
166668,b,0.07389912981499999
166669,s,0.0015027048310099999
166670,b,2.05368965163
166671,b,4.88699554617
166672,s,0.0015027048310099999
166673,s,0.0015027048310099999
166674,b,2.07512279768
166675,s,0.0015027048310099999
166676,b,2.91019201935
166677,s,0.018636116672000002
166678,b,0.0834140312717
166679,s,0.018636116672000002
166680,b,2.23955648468
166681,b,5.038257295249999
166682,b,1.9501288400299999
166683,s,0.0015027048310099999
166684,b,2.20721240294
166685,b,3.97793989748
166686,s,0.0015027048310099999
166687,b,2.30585274939
166688,s,0.018636116672000002
166689,b,2.01599892405
166690,b,6.48033244897
166691,b,0.358539992008
166692,b,1.4548484726800002
166693,b,1.94124313667
166694,b,4.918876351530001
166695,s,0.0015027048310099999
166696,s,0.0015027048310099999
166697,s,0.018636116672000002
166698,b,2.0113919796
166699,b,2.01632161273
166700,s,0.0026533113373299996
166701,b,5.38557365165
166702,b,1.68161144262
166703,b,2.10100929264
166704,s,0.018636116672000002
166705,b,1.3733909471099999
166706,b,3.52099320308
166707,s,0.0015027048310099999
166708,b,1.9679045558700001
166709,b,0.307169523947
166710,s,0.018636116672000002
166711,b,0.7440562472300001
166712,b,0.07389912981499999
166713,s,0.018636116672000002
166714,b,2.36491227477
166715,s,0.0015027048310099999
166716,s,0.0015027048310099999
166717,s,0.0015027048310099999
166718,b,2.19249738763
166719,b,2.9782134327900005
166720,s,0.0015027048310099999
166721,b,4.46633196689
166722,b,5.957809614179999
166723,b,4.243136670069999
166724,b,6.845172216880001
166725,b,1.9876961488900002
166726,b,2.9422594602
166727,s,0.0015027048310099999
166728,b,0.07389912981499999
166729,b,1.91298959368
166730,b,1.9596062719
166731,b,2.7601666055900003
166732,b,0.7440562472300001
166733,b,0.309795155685
166734,s,0.018636116672000002
166735,b,4.95577519871
166736,s,0.0015027048310099999
166737,s,0.018636116672000002
166738,b,1.89984268254
166739,s,0.018636116672000002
166740,b,0.7440562472300001
166741,b,4.5563039110100005
166742,b,4.55718758444
166743,s,0.018636116672000002
166744,s,0.0015027048310099999
166745,s,0.0015027048310099999
166746,b,0.307169523947
166747,s,0.0015027048310099999
166748,s,0.018636116672000002
166749,s,0.018636116672000002
166750,b,1.40345437655
166751,s,0.0015027048310099999
166752,s,0.018636116672000002
166753,s,0.0015027048310099999
166754,b,4.8159742557800005
166755,b,2.7689544537099997
166756,b,6.23611955414
166757,b,1.4548484726800002
166758,b,1.68161144262
166759,b,1.68161144262
166760,b,5.62035856334
166761,b,0.309795155685
166762,s,0.018636116672000002
166763,b,6.0529413524199995
166764,b,1.4548484726800002
166765,b,2.2161444116699998
166766,b,0.307169523947
166767,b,1.4548484726800002
166768,b,1.3733909471099999
166769,b,2.35804974185
166770,b,2.7428842101999997
166771,s,0.018636116672000002
166772,b,4.64625683788
166773,s,0.018636116672000002
166774,b,2.16833775478
166775,s,0.0015027048310099999
166776,s,0.00150187015894
166777,b,4.89982550888
166778,s,0.0026533113373299996
166779,s,0.0015027048310099999
166780,s,0.018636116672000002
166781,b,0.358539992008
166782,s,0.0015027048310099999
166783,b,4.98143184551
166784,s,0.0015027048310099999
166785,b,4.38702930656
166786,b,1.3733909471099999
166787,b,1.68161144262
166788,b,0.7440562472300001
166789,b,2.14524600668
166790,b,4.681969463680001
166791,b,4.16754226455
166792,b,4.38686383867
166793,b,0.7440562472300001
166794,s,0.018636116672000002
166795,b,4.4286312276099995
166796,b,2.08751871537
166797,s,0.0015027048310099999
166798,b,0.358539992008
166799,b,1.4548484726800002
166800,b,0.07389912981499999
166801,s,0.018636116672000002
166802,s,0.018636116672000002
166803,s,0.0015027048310099999
166804,b,0.7440562472300001
166805,b,2.0030300418099998
166806,b,4.92278293361
166807,s,0.0026533113373299996
166808,b,0.7440562472300001
166809,b,2.2805793267900003
166810,s,0.00150187015894
166811,b,2.3970731982799998
166812,b,5.51711595375
166813,s,0.00150187015894
166814,b,2.7251900148400003
166815,s,0.0015027048310099999
166816,s,0.018636116672000002
166817,b,1.68161144262
166818,b,0.7440562472300001
166819,b,2.3421604198900003
166820,s,0.0015027048310099999
166821,s,0.0015027048310099999
166822,b,0.0640607773058
166823,b,3.9110163300300003
166824,b,1.68161144262
166825,b,0.358539992008
166826,s,0.00150187015894
166827,b,4.59676002686
166828,b,4.39053389366
166829,s,0.00150187015894
166830,b,1.7536901464599999
166831,b,4.84663986398
166832,b,0.307169523947
166833,b,4.4387608488999994
166834,s,0.018636116672000002
166835,b,3.94318800083
166836,b,4.717436706030001
166837,b,1.3733909471099999
166838,s,0.018636116672000002
166839,b,2.28808274025
166840,s,0.0015027048310099999
166841,b,1.68161144262
166842,b,4.767678664669999
166843,b,0.973140250225
166844,b,6.01415325363
166845,s,0.0026533113373299996
166846,b,5.5674656448599995
166847,b,0.7440562472300001
166848,b,0.307169523947
166849,b,5.407044204269999
166850,b,6.480622761699999
166851,b,1.68161144262
166852,b,4.58664468648
166853,b,0.7440562472300001
166854,b,5.86787896981
166855,s,0.0015027048310099999
166856,b,2.0446443313
166857,s,0.0015027048310099999
166858,b,2.22159469742
166859,b,0.0640607773058
166860,s,0.0015027048310099999
166861,s,0.018636116672000002
166862,s,0.018636116672000002
166863,b,4.620726654549999
166864,s,0.018636116672000002
166865,b,0.7440562472300001
166866,b,4.46082947916
166867,b,1.71291272444
166868,b,1.3733909471099999
166869,s,0.018636116672000002
166870,b,2.5496626448299997
166871,b,0.07389912981499999
166872,b,0.792711463361
166873,s,0.0026533113373299996
166874,s,0.0015027048310099999
166875,s,0.018636116672000002
166876,b,1.8455581588599999
166877,b,1.4548484726800002
166878,b,1.68161144262
166879,b,0.7440562472300001
166880,b,2.34907501574
166881,s,0.0015027048310099999
166882,s,0.0015027048310099999
166883,b,1.68161144262
166884,b,0.300975113091
166885,s,0.018636116672000002
166886,s,0.0015027048310099999
166887,b,0.07389912981499999
166888,b,0.0713571365583
166889,b,3.24511083339
166890,b,1.68161144262
166891,b,2.08712413028
166892,b,1.3733909471099999
166893,b,2.72405314981
166894,b,4.56824157371
166895,s,0.018636116672000002
166896,b,3.06651955902
166897,s,0.0015027048310099999
166898,b,4.84340943736
166899,b,0.07389912981499999
166900,b,1.68161144262
166901,b,4.90756097031
166902,b,4.686398840390001
166903,b,1.68161144262
166904,b,0.7440562472300001
166905,b,1.68161144262
166906,b,2.0939769027
166907,b,4.1937384379000004
166908,b,1.8866878069599997
166909,s,0.018636116672000002
166910,b,4.15008653321
166911,b,1.9717159195200002
166912,s,0.00150187015894
166913,b,0.7440562472300001
