-1.25125,1.25125
0.541323,-0.541323
0.078279,-0.078279
0.615048,-0.615048
0.148462,-0.148462
-1.82757,1.82757
-1.19854,1.19854
0.819141,-0.819141
-1.06443,1.06443
1.3104,-1.3104
0.0921695,-0.0921695
-1.71928,1.71928
-1.55682,1.55682
0.0238498,-0.0238498
-0.760518,0.760518
-0.644907,0.644907
-1.4857,1.4857
0.747148,-0.747148
0.768017,-0.768017
1.14857,-1.14857
-1.41428,1.41428
0.32515,-0.32515
-1.24283,1.24283
-0.432546,0.432546
-0.70734,0.70734
1.48916,-1.48916
-1.77888,1.77888
-1.23393,1.23393
1.08688,-1.08688
2.53214,-2.53214
-0.371573,0.371573
0.757689,-0.757689
-0.123002,0.123002
-0.748546,0.748546
1.96315,-1.96315
0.0966112,-0.0966112
0.73332,-0.73332
0.543247,-0.543247
-0.574741,0.574741
0.967001,-0.967001
0.382743,-0.382743
-1.94467,1.94467
3.34255,-3.34255
-1.87576,1.87576
0.771348,-0.771348
-0.214223,0.214223
-0.528744,0.528744
0.443531,-0.443531
1.30152,-1.30152
1.49295,-1.49295
-0.309283,0.309283
-2.73049,2.73049
1.78076,-1.78076
1.39555,-1.39555
-0.554739,0.554739
-0.141371,0.141371
-1.33354,1.33354
-1.79348,1.79348
1.15756,-1.15756
3.39275,-3.39275
0.162416,-0.162416
-0.495612,0.495612
0.475068,-0.475068
-3.45745,3.45745
-1.88173,1.88173
1.09135,-1.09135
0.207352,-0.207352
-0.266701,0.266701
-2.29728,2.29728
1.04245,-1.04245
-0.513117,0.513117
0.527354,-0.527354
-1.35056,1.35056
-0.877556,0.877556
0.76004,-0.76004
0.888559,-0.888559
-0.107417,0.107417
-0.565853,0.565853
1.23182,-1.23182
-0.866528,0.866528
0.847639,-0.847639
-0.486113,0.486113
0.528434,-0.528434
-0.0841307,0.0841307
-2.33722,2.33722
-0.622516,0.622516
1.99917,-1.99917
-3.2884,3.2884
-1.96812,1.96812
0.475399,-0.475399
0.627099,-0.627099
-0.0428657,0.0428657
-2.33203,2.33203
-1.03008,1.03008
0.193904,-0.193904
1.2743,-1.2743
0.610811,-0.610811
-2.13084,2.13084
-0.32946,0.32946
-0.948235,0.948235
0.560514,-0.560514
-0.283144,0.283144
1.73697,-1.73697
-0.881673,0.881673
1.45936,-1.45936
0.673213,-0.673213
0.976016,-0.976016
-0.162258,0.162258
-2.42742,2.42742
-1.9883,1.9883
-2.7304,2.7304
-0.712787,0.712787
1.44265,-1.44265
-1.24374,1.24374
0.940591,-0.940591
-1.48381,1.48381
2.90919,-2.90919
-1.24603,1.24603
-2.40275,2.40275
-0.711289,0.711289
-1.20702,1.20702
-0.252822,0.252822
-0.0929515,0.0929515
-1.66056,1.66056
